,Utterance
32888,知道了妈妈
32889,拜拜妈妈
32890,我知道你是谁你是在功夫里面包租婆
32892,这个包是王帅哥送你的
32893,这可是BV的包 一个包一两万
32894,看来王帅哥是真的喜欢你 樊姐
32895,樊姐
32896,我觉得王帅哥他是真心喜欢你
32897,为什么 听我跟你分析啊
32898,第一他追你追的很殷勤
32899,他给你买这么贵的包
32900,你俩还是青梅竹马
32901,俊男美女 在上海重逢了
32902,勾起了无限美好回忆
32903,你这简直是韩剧里面的男女主角
32906,我这个同学也就是因为好久不见了
32907,被我勾起了那些旧情愫
32914,反正在我心里我觉得樊姐是最好的
32917,给你看
32936,我觉得那个都没事的
32937,樊姐 你主要是帮我看看
32938,你觉得哪个公司比较有前途
32939,我想进小关那种公司
32940,工资水准高
32941,环境好
32942,工作稳定
32943,我觉得去到那种公司最起码水涨船高
32944,没准
32945,我的工资还能再高一点是吧
32959,我听樊姐的
32960,不过樊姐 你今天讲了这么多个小卷卷
32961,打扮的这么好看
32962,是不是要去跟王帅哥约会呀
32969,他现在干劲十足
32970,说是要去什么人才招聘市场试试看的
32983,樊姐你看这都是我在唯品会特卖会上买的 好看吗
32984,还有这件 
32992,我学樊姐走路
32993,樊姐走路最淑女
33006,樊姐 吃早饭没有
33007,我最喜欢美女一起吃饭了
33009,心里有鬼
33010,不说清楚
33011,我哪都不去
33012,脚伤了
33015,我回屋换双鞋去
33016,樊姐
33018,我还以为你不来了
33025,你要不要让我帮你调查一下你男朋友的底细
33026,不用
33055,好吧
33056,拿资本家的钱 替资本家做事
33060,每个周末都宅在家里
33061,无聊不无聊
33073,我们什么交情
33074,还跟我说这种话
33075,是
33076,所以更该请你吃顿饭
33077,想吃什么
33078,尽管宰我
33079,但是过了这个村就没这个店了
33080,那得好好想想
33116,特别有意思
33117,这是好事
33118,女儿只要你感兴趣
33119,爸爸提供一切条件
33120,臭爸 不要插手
33121,我说的赚钱是我自己赚钱
33122,而不是坐享其成
33141,我得牢牢记下 发个朋友圈
33143,我第 对 我今天第一天上班 我都给忘了
33144,我得早点去给同事留一个好印象
33145,我走了
33146,加油
33152,刘 刘姐 刘姐
33155,能不能再说一遍
33156,我没听清
33206,樊小妹
33236,我今天能够提前下班
33237,要不要接上小关一起吃个晚饭
33289,安迪 别客气
33290,这么大的上海
33291,我们能住邻居
33292,这就是缘分
33299,作为朋友
33300,我不可能看别人欺负
33304,喂
33305,筱绡
33309,这都不知道
33310,网上都传开了
33342,搞得这么漂亮
33343,见谁去啊
33366,女豪杰
33367,欺负你恩人的头上了
33368,怎么办
33376,当然是我了
33400,呵呵
33401,算了吧 也就是谭总不出面
33402,否则哪轮的上我来讨还公道
33403,不过这次我为了你放了赵医生
33404,鸽子损失惨重
33405,这情谊可不能忘
33406,你放心以后只要是你的事
33407,我能帮一定帮
33424,其实
33425,我还挺感谢绯闻的
33426,否则我都没有
33427,理由来看你
33441,我的一个邻居为了担心我的安全
33442,坚持要接送我
33443,还有两个邻居正在赶回来的路上
33444,准备下午的网络酣战
33445,为我正名 另一个邻居刚刚给我解决了一个大事
33446,所以我不能丢下这些好朋友不管
33449,你看我都被你拒绝的遍体鳞伤了
33450,还死皮赖脸的不是来找你吗
33451,要不
33452,咱们换一个拒绝的方法
33479,这种地方都算的这么精确
33480,看来我给自己找了一个绝无仅有的奇葩
33482,所以结论就是 我认的就是这种绝无仅有的奇葩
33483,这房子怎么样
33484,风景很好
33485,我喜欢能够看到灯火的房间
33486,不会太喧嚣
33487,也不会太寂寞
33488,从这看出去真的能看到半个上海的灯火
33489,很奢侈
33503,在那个时候我认识你的
33504,我很早就开始留意你了
33505,我记得有一回你倒版主 一篇篇檄文发出来
33506,那真是酣畅淋漓
33507,特别合我的胃口
33508,嘻嘻
33509,而且你就能在头一天不懂的知识
33510,第二天上来就懂了
33511,而且懂得头头是道
33512,能自圆其说
33513,熬夜做功课的
33514,是
33515,你真的早就留意到我了
33516,我还以为是我先留意你的
33517,我觉得你这个人不怎么说话
33518,但是说一是一句让人印象很深
33519,彼此
33539,说回我们
33540,我一直以为你是男的
33541,听说你回国又在上海
33542,所以就特别想认识 想成为好兄弟
33543,直到你扭扭捏捏不肯接我的电话
33544,我才意识到
33545,有可能是女的
33546,我们第一次见面
33547,我一见钟情
33548,你呢
33549,第一次见面
33550,差点打退堂鼓
33551,因为你这个人表面亲切风趣
33552,实则戒心很重
33553,而且
33554,长相一般
33555,要不是那一次我欠你一顿饭 加上之前对你的印象奇佳 第二次见面应该不会有
33578,我现在我就上网赶紧去学习那些视频里的东西
33587,我记得那个时候 老谭他还在美国
33588,有一天他去看我
33589,他看到我在院子里跟一只捧着花生米准备埋到地底下的松鼠对峙
33590,其实我就是这么看着他
33591,就这样一直看着他
33601,可后来我发现我的那些邻居们
33602,也没我想的那么可怕
33603,而且他们很有意思
33604,今天的事情说明你和邻居们相处得很好 你虽然特殊 但大家都能接受
33610,可是我今天发现他们真的把我当好朋友
33611,我很爱她们
33612,你看
33613,你连他们都可以接受
33614,那跟我在一起就更不用担心什么了
33624,你还不承认你喜欢我
33625,你看 在你心里我跟你那些邻居是有区别的
33626,你知道我对你的感情
33627,你处处在为我考虑
33628,甚至已经担心你走了之后我会是什么样的感受
33629,这不是爱情是什么
33631,不瞎说
33632,我知道你的问题
33633,我来告诉你答案
33634,我是成年人
33635,我承担得起任何后果
33636,我也不害怕负担责任
33637,相信我
33645,相信科学吗
33646,那就不解释了
33647,我现在要拥吻你 正常情况下
33648,假如你爱我的话
33649,你会心跳加速
33650,我很猥琐
33667,我原本以为自己毫无机会了
33668,他给我打电话我才知道
33669,我觉得你的心里并非是毫无意义的
33672,他把我从头到脚的骂了一遍
33689,我之前跟你说过
33690,卖咖啡的你忘了
33691,我现在咖啡馆的
33692,名字叫做咖咖奥咖啡馆
33693,可有情调了
33694,你以后跟朋友要想聊天的话去那就行
33695,不过离你稍微有一点远
33696,好
33700,送同事了
33701,回头你有什么好推荐给我推荐
33725,是个欧美的牌子
33726,现在可便宜了
33727,我得赶紧秒杀一个
33728,好看吗
33749,加油
33779,怎么样
33780,还不错吧
33807,不想出门他嫌麻烦
33808,而且我看好多网上成功的网站一天卖出上百件
33838,你真棒
33839,小蚯蚓
33840,祝贺你小邱
33841,樊姐就知道你肯定行
33842,加油加油
33843,用你网购的丰富经验碾压他们
33847,这就叫因祸得福
33848,知道吗
33849,看样子咖啡店比公司更适合你
33850,是的
33857,小蚯蚓么么哒
33971,我得坚强
33972,我这次我一定要努力撑过实习期
33973,我得加油
33974,我一定不被别人刷下来
34015,好的 拜拜妈妈
34030,你不是很大胆的吗
34035,我回去了我再约他 赵医生就是唐僧
34036,活的时候可以调戏
34037,死的时候可以吃肉
34038,爽 安迪 有一件事情我得跟你知会一下
34041,所以我就说我跟你认识是好朋友
34042,回头我把客户的资料跟名字发给你一份
34043,万一万一他们要是问起来了
34044,你可得给他们肯定的答复
34047,帮不帮 一句话
34105,之前的速冻饺子太过意不去了
34117,早知道是我一个人来这么好的地方享受 我应该叫上我的邻居 特别是樊小妹
34118,他最喜欢这种情调
34161,师妹
34162,你下班了吗
34163,我今天正好从你那过
34164,要不要顺路一起接着你
34174,今天正好一块给你送过去了
34179,你要是下班晚了
34180,我就在楼底下等着你
34181,正好把你一起送回家
34182,免得你一个小姑娘才提不动
34183,好吧
34197,小美
34199,我觉得你特别贴心
34200,你处处为我考虑
34201,又替我省钱
34202,而且挑这些东西又体面又实惠
34203,我真的好幸福
34270,我都想入非非很多年了
34297,安迪 我爱你 你放心 我不是蕾丝边
34402,上次提到的那个魏兄
34407,害怕你对他只是好感 或者友情
34412,看样子你并不排斥他对你的追求
34413,所以我建议你享受追求
34414,尝试发展
34441,岚岚 恐恐两口子叫着晚上去酒吧 走不走啊
34442,不去
34446,你帮忙提篮子 我也没有少你那份
34453,不错
34454,曲筱绡
34455,本来以为你说回国做生意是闹着玩的
34456,看来有模有样的
34457,你真不去
34470,幸好有赵医生的短信支持才坚持下来的
34471,我今天好多了
34472,脚也不痛了
34473,但是我觉得我还是应该来亲自谢谢你
34474,否则前阵子真的是绝望了
34516,我是开车来的
34517,你要是不嫌弃我开的是辆两厢的小破车的话
34518,让我送您
34536,赵医生
34539,每当收到你给我发的短信
34540,我都发誓一定要请你吃饭
34541,况且以你现在这个情况
34542,我坚持也坚信 你必须马上立刻现在就跟我吃饭
34544,你是不是想说你只是尽了1个医生应尽的职责
34545,如果每个病人都请你吃饭的话
34546,你就是有牛4个胃吃不过来
34547,可是赵医生 你跟牛有大大的不同
34548,牛的胃是有限的
34549,可是你却能拿手术刀给自己的胃加无数个外挂
34550,你是个神奇的医生哎
34575,酒是活血化瘀的吗
34576,我能喝吗
34578,既然已经批准了
34579,你就得看着我喝
34580,不许赖
34581,要是出了问题
34582,我可以当场赖在你头上
34583,不许拒绝
34584,不许说NO
34585,我今天就是拖
34586,也要把你拖出去吃饭
34594,比起消化食物
34595,我觉得帮你恢复心情更重要
34596,来感情深一口闷
34597,感情浅一大口
34602,我们俩的感情也不算钱了
34603,至少两大口
34604,拿着
34605,不许赖皮
34606,小曲
34607,你 真的不是上天派来拯救我的妖精
34611,对 你事妖精 我没看错
34612,被妖精盯上就是唐僧
34613,难道你姓唐名僧吗
34614,唐僧叫三藏
34615,原来你叫唐三藏啊
34622,好
34623,还好我妈疼我
34624,是亲生的
34630,只要拿下这个项目
34631,我给大家发奖金
34632,每个人奖励半个月工资
34636,虽然累得要命
34637,但至少心里舒服很多 轻松了很多 也不再那么堵得慌
34638,说吧
34639,怎么感谢我
34640,请你吃饭还不算吗
34641,不算
34642,你这是还我昨天的饭钱
34643,不够诚意
34644,那行 你说 你想要什么
34645,我想要听故事
34647,请问赵医生 采访你一下
34648,你在成为著名的赵医生之前
34649,有没有什么糗事可供大家娱乐的
34650,说嘛
34651,糗事是吧
34652,我想想
34653,还真有一件糗事
34654,什么
34655,我呢
34656,在当实习医生期间碰到了一个特别难搞的病人
34657,他仗着家里有权有势
34658,就死活赖在医院不肯走
34659,不但浪费国家资源
34660,还各种斥骂我们这些实习医生
34662,他
34663,特别爱装虚弱
34664,明明什么问题都没有
34665,他就非要花钱在医院里躺着
34666,搞得比林妹妹还林妹妹
34667,后来我们几个人一合计
34668,心想
34669,我们就将计就计
34670,你不是爱装虚弱吗
34671,行
34672,我们就不停的给他打点滴
34673,他就不停的往厕所里跑
34674,最后整个人都虚脱了
34675,后来再也没有劲跟我们闹了
34677,那怎么了
34678,医生也是人
34679,就许他们欺负我们不许我们报复回去
34680,没有这道理
34681,没错
34682,我同意 别人打我的左脸
34683,我把右脸拿上去
34684,那是傻子才干的事儿
34685,后来这个病人有没有发现他被捉弄了
34686,他没有发现 不过 我们被他的主治医生发现了
34687,集体赔礼道歉
34692,关关
34693,刚才那个豪豪
34694,怎么样
34697,妈妈是没经过
34698,你同意
34699,但
34700,眼下的当务之急最要解决的事情就是这件事情
34701,相亲怎么 相亲不是挺好的吗
34708,我看他是喜欢上你了
34724,最重要的是我有这儿的饭卡
34725,不蹭白不蹭
34732,干嘛还下次
34733,明天你不是休息吗
34734,晚上可以晚睡了
34759,如果有可能的话可以嫁到一个好
34760,人家 有房有车
34761,想想也挺开心
34774,我也想这样
34775,可是得有人配合我
34776,如果现在面前站着一个高富帅霸道总裁
34777,他向我求婚
34778,我肯定答应他
34790,可是我现在我虽然没有男朋友
34791,但是我自己管理着网店
34792,每天卖出一两件商品
34793,我还觉得挺有成就感的
34794,我也是 我原来就觉得自己可能学历不太好
34795,这工作应付不来
34796,可经过现在这几个案子下来
34797,我对自己也有信心了
34798,我还是想做一个像安迪姐那样的人
34799,靠自己要能力有能力要工作
34800,有工作 比靠谁都强
34804,这你也值得这么骄傲
34817,帅
34823,我就是搞不懂
34833,姐今天心情好
34834,免费给你上一课
34854,他一出现 什么话都不用讲
34855,我从头发丝儿到脚趾头尖都嚷嚷着想要亲他
34856,想要抱他
34858,在干嘛
34860,考虑好了没有
34861,yes or no
34862,还有两天就回来
34865,别考虑太久
34866,以我的经验
34867,有的时候考虑问题要用心
34868,不能用头脑
34869,尤其问题涉及到我 更是如此
35250,这些呢 就算是你给我爸妈的过年红包
35251,谢谢了
35252,剩下的收起来
35255,积少成多
35470,你不是
35471,跟我说吗 樊姐心情不好
35472,我想早点回来陪她
35473,你呢 你怎么这么早回来了
35474,我也是 我也担心樊姐 你这体力够好的呀
35628,没有意见
35629,我没文化
35630,我只知道我爱你
35631,爱死你了
35632,其他什么条件都没有
35669,小曲这个人不坏
35670,关键时刻也喜欢帮人
35696,但我向你保证
35697,今后我一定加倍努力地工作
35698,谁天生都不是穷命
35699,你再忍忍
35700,今年年终 我一定想办法把房子首付付了
35701,让咱们在上海有个家
35866,所以 王大哥 你真的是少有的好男人
35867,我算是服了你了
35868,你算是国家级典范
36602,当然了 我们跟其他邻居不一样
36603,关关 我最好的朋友
36604,我没钱的时候啊 可以分一块蛋糕
36605,一杯奶茶
36606,还有樊姐
36607,比我亲姐对我还好
36608,每当我遇到事的时候
36609,都是她在为我撑腰
36610,还有安迪 人美 能力强
36611,我每个月赚的钱 还不足她的一个零头
36612,但是她从来不会把自己高看一等
36613,对每个人都特别地实诚
36616,当然她吧 关键的时刻还挺仗义的
36617,需要她帮忙
36618,她都会站出来
36658,真的
36659,你最漂亮
36660,最可爱
36661,最好
37406,别紧张
37407,面对我 你永远都不需要紧张
37541,可以可以
37543,有 都有拳击教室
37544,那这样 我等一下回公司
37545,我就把三个选择都发到你的邮箱里
37546,然后你看看 你比较喜欢哪个
37547,你对比着环境啊 还有课程
37548,然后这样子咱俩再商量
38754,选择在公司并购或者融资时即提起恶意诉讼
38755,用要挟的手段迫使公司交出财物
38756,符合敲诈勒索的罪名特征
38762,就刚刚你别想套我的话
38763,我告诉你我会读心术
38764,我从你的表情里面读出了你的内心
38852,my precious possession would be the ones I hold so close
38853,如果我是你我最珍贵的财产
38854,是我能紧紧抓住的东西
38855,是我最珍贵的财产
38856,不是你最珍贵的财产
38943,他现在还不是你的客户
38986,所有律师助理能做的事情我都可以做
38996,希望您可以喜欢
38999,那个孩子是怎么回事
39074,你有亲戚吗
39075,我的意思是
39076,竞业协议
39077,其实只是对您本人有效
39078,但是对您的太太对您的父母
39079,您的兄弟都是无效的
39127,我是有职业荣誉感的
39172,是这样的
39179,是我觉得熟人之间最好不要有利益关系
39189,终于找到了我
39190,他们是在网上搜的
39191,不有人给他们推荐了10个律师
39192,他们经过了反复的斟酌
39193,最终认为我是最佳人选
39241,已经起草好了
39332,你知道你做错了什么
39440,我们的律所也绝不是这样的律所
39597,真的
39598,那我们走吧
39633,我录音一点都不非法
39634,但是您非法开除员工
39635,这的确是违反了劳动法
39717,这个戴曦到底是什么来路
40268,我从来都是提前完成的
40269,我昨天晚上
40270,出去跟栗娜重新约时间
40323,我在并购这方面
40324,法律问题我非常的了解
40325,我在这方面就是一个专家
40402,不
40403,我说的是忠贞不渝
40405,那他们就不是真爱
40406,像你跟兰红之间那就不叫真爱
40412,那么是不是就意味着这一生他不再接受其他人
40639,他要是认准了你
40647,难道这么多年你一直没放下我吗
40649,是蓝红吧
40676,您执意要告集团的股东
40678,按照利益冲突原则来讲
40679,我们不可能接受您的委托
40681,因为我们一直在接受常胜的委托
40682,想方设法说服您和王女士和解
40683,我们在做您的工作
40684,同时我们也在做王女士的工作
41031,你告诉我罗琦在哪
41032,我去说服他行吗
41085,也许他想象不到你搞
41086,不定你姐姐
41087,你更不舍得起诉他
41088,好
41089,我来做你搞不定的事情
41090,你做好准备
41564,我听说顾捷跟罗槟在闹了一场
41645,不我的意思是说公司它应该首先先检讨自己
41650,罗老师在法律上柏静红他可能可以胜诉
41651,但问题上在
41881,公平一定是具体而为的
41882,就像这份合同
41883,按照合同法是完全有效的
41984,我问心无愧
41996,只有软弱的人才需要朋友
42122,您就住多久
42123,我们绝对的支持你
42124,反正医院会把您所有的账单直接寄给栗娜
42125,也就是栗小娜
42126,您的女儿如果他拒收
42127,那么医院就可以到法院去起诉他
42128,封了他所有的银行卡
42129,不行
42130,法院就司法卖了他的房子
42227,我不同意你辞职
42228,但我同意你休假
42229,休假期间工资奖金照发
42662,你有什么问题我来帮助把你的问题解决了
42663,你帮我把这个问题解决
42664,好吧
42670,因为如果否则的话
42671,你就站在男厕所
42801,你觉得这案子能赢吗
42900,这一点超出了你的想象
42901,而现在罗槟已经做了高级合伙人
42902,如果他跟封印在一起了
42903,他们俩狼狈为奸
42904,你就更没有话语权了
42905,所以你会到我的办公室来
42906,坐在我的沙发上来拉拢我
42908,一阵见血 我不喜欢绕弯子
42909,如果一针我就能扎出血来
42910,我绝对不会浪费时间去扎第二针
42920,你认为你了解他
42921,其实你不了解任何人
42922,因为你所说的了解就是控制你想控制所有的人
42963,不客气
43430,我们至少比顾捷光明正大
43564,你反驳我
43581,你为什么讨好我
44622,我就说
44644,对
44645,我就是这么想的
44689,行
44690,但我也会去跟保安小哥哥说
44691,哥哥你精神不是很好
44692,容易控制不住自己
44693,所以千万不能让你看见
44694,而且不能让你随便进小区进入到
44826,为什么
44979,首先要想方设法找到孙浩翰所在的医院
44980,然后直接过去
44981,第二点就是要及时的掌握孙浩瀚目前的病情
44982,第三点
44983,你见过孙超越吗
45258,放心
45259,我跟光睿的关系亲如兄弟
45260,他们挖不走
45398,Yeah
45525,我说有可能去找你们经理把那封投资信给要回来的
45526,我还是有可能去说点好听
45527,的话的
45535,钻石、啤酒、巧克力
45536,这就是爱情三要素
45537,甜蜜
45538,苦涩
45539,永恒的甜蜜和苦涩
45541,你不会传说中的
45542,购物宰客的黑导游吧
45543,程先生 不是您要求的
45544,让我带您到比利时最有特色的地方吗
45545,这里就是比利时最有特色的婚戒定制店
45546,很多明星和皇室都在这里做定制
45547,绝对VIP尊贵服务不花钱的地方
45548,您不是瞧不上吗
45552,也就是绑架你们这种傻白甜没脑子的姑娘
45553,男人都以为女人看重的是钻石本身其实错了
45554,那无非看重的就是宁愿男人花光三个月的工资
45555,卖血卖肾也得为你们换来一个爱情的象征
45556,对吧
45785,决定每个月给你住房和交通补贴
45886,像您这样高经验值的是理论研究还是实战积累
46111,您说的就是这36道题
46118,有效当然是有前提的
46199,你会事先排练吗
46200,就是事先排练
46201,你想要说的话
46250,那感情呢
46284,我很贵的
46297,我开车技术很差的
46392,茄子
46393,茄子
46394,茄子
46438,心理阴暗
46439,专朝女人下手还报复社会
46440,我以前怎么没发现
46441,你看人看这么准
46442,你觉得我以后会不会报复你
46446,你不是嫌我词汇量少吗
46447,下面骂你的可精彩了
46448,没事
46449,晚上回家慢慢欣赏
46807,我还没来得及问你开的是谁的车
46809,朋友是不是个男的
46810,你想说什么呀
46811,我是不知道你北京什么时候有个朋友
46812,是刚认识的吗 这么快就可以借车给你了
46814,那人在北京
46817,你说我能琢磨什么
46818,我就琢磨着什么时候天上掉下个姑爷砸中我行不行了
46855,刚才我给您的操作流程都是最完美的
46856,你放心再过两个小时
46857,一切不适的症状全消失了
46998,我跟他说了我们俩的事
46999,说我有男朋友了
47097,什么叫诈 这叫物归原主
47116,你说这事要是捅出去
47117,堂堂赛特酒店的行政吧经理跟踪顾客
47118,蓄意追尾并且图财害命
47119,这会是什么结果
47230,还给自己搞那么文艺说辞
47231,太棒了
47232,太牛了
47233,一个月闪婚
47234,这是不是都已经破了你的职业记录了
47235,这说明哥们业务又精进了
47393,大
47394,提琴
47630,您这本事啊 我是真看见了
47899,要想说感谢的话就好好说
47900,别阴死阳活的
47921,哥
47922,您去哪啊
47926,你能不能捎我一段
47927,带我回家
47941,你是不是要领养一只
47942,选好了吗
47945,那你看他怎么样
47946,多可爱
48406,这话吧 我就给你手动点个赞
48424,我现在看好国内市场
48425,就如同您当时看好北方市场一样
48426,做金融的最重要的是要有一双慧眼
48427,如果我没记错的话
48428,这是您书里说的
48429,看来我们的谈话很不公平
48430,你对我十分了解
48431,我却对你只有这一点点
48432,我是通过了6轮考试
48433,才有机会能够坐到您的面前
48434,对我了解
48435,您
48436,您应该比我父亲对我了解的还要多
48443,希望你不要坏了我的记录
48444,放心
48445,您一定不会后悔今天这个决定的
48464,过奖
48511,但是我江焱对于你这种投怀送抱的女孩还是蛮喜欢的
48512,你是我想要的
48513,I want you
48517,你年纪轻轻想事情这么周到
48518,我也想表明一下 我跟恩熙在一起之间的观点
48553,不是早就跟你说了吗
48554,让你配一把钥匙
48555,这样多方便
48567,哟吼
48568,看来有人很浪漫
48569,一个人喝酒
48570,是在庆祝什么
48571,东华资源那么难啃的一块骨头
48572,都被你拿下来了
48573,难道不值得庆祝一下吗
48574,意料之中的事
48654,既然你是汉子
48655,你把这种精神放到别的地方好吗
48683,不过你要是能多待两周的话
48684,倒是能赶上看一出好戏
48705,这你就不懂了吧
48717,我还告诉 你明年我们俩就把事办了
48718,当然了
48719,你要能提前让我进康荣
48720,年底我就把你妹给娶了
48721,我告诉你 想讨女人欢心
48722,我送你个三字经
48724,谁骂 我说的是购物三字经
48725,最新款 限量版
48730,好的
48731,您稍等
48843,三万 哎给多点也行
48963,你跟我说实话
48964,你跟我孙女是什么关系
48967,你别糊弄我了
48968,我孙女从来没把男孩子领回过家
48969,你看她怎么样啊
48972,没错
48976,不过
48977,她那个心眼儿
48978,可 是再也没有那么善良的了
49138,我以为今天能见到你母亲还紧张了好久
49139,紧张什么
49158,其实也无妨
49159,我daddy特别看好你
49160,他还让我劝你去韩国帮他
49337,对了 上次您给我那张支票
49338,我给孩子买了很多书
49339,咱们去看看
49341,走
49373,人生的快乐不过如此
49405,我就知道你特别的正直
49407,哪有
49408,人家是关心你嘛
49415,如果我们的事情能定下来
49416,那kg也不用卖
49417,他相信你能扭转现在的局面
49441,你还跟原来一样
49501,不过你放心
49502,暂时的 等我今后有钱了
49503,我一定给你 
49523,都是些老物件
49524,人老了
49525,念旧
49532,你做的饭真好吃
49533,我觉得你今天心情特别好
49538,到底什么事情让你这么开心
49552,我们韩国人常常说
49553,女人最重要的职责就是在家相夫教子
49556,可是我最近越来越觉得其实它是真理
49558,你这么聪明
49559,你一定知道什么意思了
49596,上了就好
49606,幸亏你爸
49607,他跟我说没事的时候
49608,兜里书包里啊多放点钱
49609,以防万一
49610,那吃完饭咱们到你爸那些朋友家里去看看
49653,行
49654,我觉得这事你做的地道
49655,所以我说媳妇 找爷们就要找我这心态好的
49656,无论外面多少凄风苦雨
49657,那都不是事
49659,本来就是 不就没钱了
49660,你说咱从来没有过钱
49661,不也每天过得高高兴兴的吗
49663,咱现在是差点意思
49664,但 咱家底儿厚
49665,咱那宅子往那一杵 又跑不了
49666,你就放心
49669,对了
49670,我今天帮图书馆整理校刊
49671,读到了一篇你的采访
49684,你说你当时怎么就想出来这么接受采访
49714,妈 你今天看起来气色特别的好
49715,18岁黄花大闺女似的
49717,不疼
49718,我昨天晚上睡得挺好的
49719,那就好
49720,你看这外面空气多好
49721,以后我常抽出点时间来陪您转转
49722,我跟你爸上大学的时候也常常出来在海边散步
49723,那个海湾没有这么大
49724,可是风景也是挺好看的
49725,你现在跟你爸年轻时候一样
49726,敢说敢干什么都不怕
49727,用你们年轻人的话说
49728,在学校里都是风云人物
49836,一飞
49837,咱两可是心知肚明
49840,你知道我最喜欢你什么吗
49841,坦诚 倍儿坦诚
49842,一点不做作
49847,要不我说你眼光最毒呢
49848,选我这种低调的富豪
49855,这个事做得好
49870,你要是见了我爸
49871,你就知道我这优良血统哪来的了
49879,杨总家的party 杨小慧
49880,你见着了吗
49882,杨总的女儿 杨小惠呀
49883,见着了吗
49886,特长那个
49888,你没把人约出来单独坐一坐
49935,来人了
49945,今儿我办了一件大事
49946,江焱的论文我给他送过去了
49948,什么表情你 我有那么傻吗
49949,我给他的钱 拢共也就之前说的一半
49950,那哥们现在估计正哭着
49951,我哥看到论文 表情怎么样
49963,世态炎凉
49964,之前
49965,一口一个江伯伯的
49966,现在人家出事了就成江焱
49967,他爹了
50009,我长这么大
50010,第一次有人叫我无赖
50011,我觉得特别好听
50048,云海中的日出
50049,太震撼
50050,从那时候开始我就爱上了攀岩
50078,让奶奶过上幸福的生活
50081,什么东西
50082,明天周末青春失乐园酒吧有一个攀岩比赛
50083,我们一起去好不好
50097,不要小瞧我们 我们是上一届第一
50126,原来你是出于好心的
50148,怎么样
50149,倍儿小资吧
50151,这就是我房间 大开间多流行 宴客居住于一体
50152,怎么样
50154,你跟我住 睡这啊
50155,这么说
50156,后天你送我回韩国
50254,你知道吗 前几天我去北斗星面试
50255,那个地段
50256,地段 那个装修 简直跟我梦想中的一模一样
50257,如果我能去那儿工作
50258,听说那个公司都是承接上流社会的
50259,大型活动
50260,用不了多久
50261,就能跟商界名流搭上线儿
50262,说不定还能跟super star合张影
50281,我听你任课老师说
50282,你对数字特别敏感
50283,也有好多的高难度的金融演算题
50284,你甚至不用动笔就算的出来
50285,有时候也靠蒙
50297,不错
50311,快请坐
50312,请坐
50313,这么好看的花儿
50314,太香了
50319,在这个时候
50320,你能来 能叫我一声嫂子
50321,我已经很感谢了
50356,我给你倒水
50367,欣赏归欣赏
50368,规矩吗
50369,还是要有的
50382,这年头
50383,玩这个的可不多了
50384,谁送的
50426,潘叔叔
50427,最近怎么样
50428,潘叔 你瘦了
50429,是吗
50440,你看我也不想要什么CEO UFO
50457,我不送了
50465,骗你干嘛
50479,来一口 来一口
50483,老潘
50598,还不错
50599,自己的小天地
50600,搞的不错
50630,你的梦想是搞房地产
50670,我在
50671,好勒我这就过去好勒
50673,还记得学区房那李姐吗
50674,那么大房子买了
50675,下个月吃喝全靠他
50677,咱俩靠谱不就完了吗
52083,梅老师吧
52085,您当班主任的时候
52086,班上有一个特淘的孩子
52087,想起来了吧
52090,我是孩子家长
52091,我儿子叫丁诚
52092,你记起来了吗
52093,特淘气
52094,丁诚
52095,对对对 梅老师您这是
52097,太巧了梅老师
52098,我们当年那帮家长也聚会呢
52099,走走走过去喝两杯
52101,遇到就是缘分
52102,您还喝酒呢吧
52103,当年咱俩还一块喝多过呢
52105,你想想
52106,您忘了 对
52107,这真是择日不如撞日啊
52108,太巧了
52109,我们这帮家长
52111,梅主任
52112,不是来都来了
52113,你看这房间都离得这么近
52114,不是 不能改天 不知道啥时候 来人
52115,来人 快
52116,梅主任来了
52117,梅主任 梅主任
52144,这酒得省着点
52746,去欧洲给你老公一个惊喜
52747,我今天已经把票订了
53871,今天是咱大喜的日子
53872,领扣解开
53874,解扣子 左右边 挑一样
53875,今儿是咱们大喜的日子
54513,你叫什么呀
54514,我叫徐天
54529,你得支持我
54538,从现在到未来
54539,一直都是
54540,永远都是
54542,早就是了
54562,又是谁说的谁 
54576,到时候再等你回来
54577,这样的话还显得咱俩更熟
54579,Ok
54580,那你相信我 我一定会把伯伯哄得呀 心花怒放
54581,等你回家
54582,相信你
54779,我就是要造成这种影响 
54781,有必要啊 
54853,正好这个周末我准备奔南边去
54854,我必须得帮你哥好好地勘察勘察
55009,电影院也在三里屯
55129,关键是什么你知道吗
55130,这孩子这人
55131,真好
55132,阿姨怕你错过了 
55137,搞房地产的
55149,但是这才华他真有 真的 从小出口成章
55150,写作文永远第一名
55223,年轻人就好这
55224,那是
55225,看一眼
55226,我看看
55227,好看吗 
55230,我还没美图呢
55233,我到时候给他看看
55234,他要是同意了
55235,我就给你们约见
55243,来
55244,咱们俩再照一张
55245,咱俩照一个
55246,比耶啊 
55247,你杵我脸上了 这边脸
55248,预备齐
55249,耶
55354,还挺上心
55989,编辑也是创业呀
55990,创造心灵和思想的事业
55992,都下班了
55993,我比较敬业
56025,那还挺有缘分的
56026,你擅长什么领域啊
56027,正好我是编辑 咱俩聊聊
56078,你说得对
56079,这在陌生人面前啊
56080,没必要那么不诚实
56081,我问你啊
56082,咱们俩还算陌生人吗
56085,那你跟我说实话
