,Utterance
24805,我花了7块钱买了套QQ秀送给他当生日礼物
24806,他挺生气的
24807,他一个星期都没理我
24808,别看
24809,看我在外企工作挺风光的
24810,但其实回到家以后
24811,我只吃方便面跟咸菜
24812,我从来不买衣服
24813,只有三套衣服轮着穿
24814,其中两套还是小北跟文静送给我的
24815,省下来的钱
24816,我不是寄回家
24817,就是存下来
24818,存了不少钱把
24819,存了这么多年
24820,总算存够了
24821,我刚才一起还给他了
24822,我现在什么都不欠他
24836,还真是
24837,你是不是特后悔帮我
24842,文静
24843,流血了
24844,快去洗洗吧
24874,不太舒服
24899,人呢 又跑了
24955,没有得癌症
24956,一时半会也死不了
24957,你自己倒水喝
25000,他在我心里也有一个名字
25050,王媛
25051,我不会批准辞职的
25052,我用不着你批准
25053,我现在自动离职了
25054,昨天的事情 在之前我真的是不知情的
25060,是我错了
25061,对不起
25062,我今天正式向你赔礼道歉
25063,昨天在电话里头
25064,我不应该那么问你
25065,别走
25066,好吗
25087,对
25093,我知道
25096,我从来没想过让你知道
25105,我们家没茶
25108,我当天晚上回去就后悔了
25134,我看你都快成宗教信仰了
25145,要么不知道
25146,要么就是不想知道
25147,他要不知道的话他也太迟钝了
25165,我估计他之前也不知道这张纸条
25173,要换作是我肯定忍不住
25176,试试
25238,别的事我不管
25239,但是你要是想追求王媛
25240,王媛的话
25241,我坚决支持
25285,站住
25305,找我什么事
25306,小北
25307,其实我早就想把你约出来跟你谈谈 樊斌上次的事儿
25403,你答应吧 小北
25441,我过去看看先不跟你说了
25501,我腿疼
25503,我也不知道为什么老疼
25504,你看我在这吧 无依无靠
25505,也没人照顾我
25506,晚上在这种地方睡觉真的好恐怖
25508,没法给他们打电话
25509,他们会很担心的
25510,这么多年了
25511,我一直都是报喜不报忧的
25513,我能不能去你办公室聊会天
25514,不方便
25515,说会话
25516,我腿疼走不了
25544,主要是你们医院真太好了
25555,请坐
25565,又想找我借书
25566,我这书可全都被你看完了
25620,那是因为我们是很多年的朋友
25666,赶紧告诉我
25667,这谁给我们大小姐撞成这样了
25668,我弄死他
25678,你说你伤成这样
25679,这老爷子得多心疼
25688,我都想替你躺着
25703,不过我估计你现在这情况也顾不上工作室了
25704,我跟你说个事儿
25705,我前两天去一朋友那儿
25706,好像看见小丽在跟人谈什么业务
25707,但好像不是你们工作室的事
25721,不行
25723,我现在真的巨困
25724,我现在就想回家好好睡觉
25725,我知道
25726,知道你有家 不 有家了不起吗
25733,我说你帮了我那么大忙
25734,喝一杯很正常吗
25759,咱们俩
25760,咱们俩算是好朋友
25761,我看你难受
25762,我心里不高兴
25763,我宁愿说一些假话让你高兴点
25764,我也不想让你
25773,我祝你万事如意
25774,谢谢
25775,祝你新年快乐
25776,新年都还没有
25777,到呢
25778,我提前祝了
25779,怎么了
25780,我祝你生日
25781,生日快乐
25782,李理
25783,你怎么还不找女朋友
25792,我喜欢的是你
25796,周小北我告诉你
25797,没有任何
25798,男的会把女人当成一个男的
25802,等着
25803,回头我就给你介绍一个合适的
25807,但只要你有事说话
25808,哥们 咱们办 完了呗 干 你慢点 回来
25809,你慢点
25821,好了我再一棍子把他打折
25822,你最没良心了
25844,为什么
25874,刚才那病房里的女的你看见没有
25875,我听说她老公年轻的时候吃喝嫖赌全占上了
25876,还老打他
25877,那吃的苦就别提了
25889,你得意什么
25890,你以为你们家樊斌能比他强多少
25895,是吗
25896,那是当年 你现在再病一个试试
25897,我不病
25898,你病不起
25900,你别看那么明显
25901,还好
25902,你假装有事
25903,我不是假装有事
25904,我真有事
25905,什么事
25906,我去见个导演
25910,你去不太方便
25913,我可不相信你的人品
25940,好吧
25941,下班之后我们来好好谈一谈
25942,不太舒服
25954,他不上学了
25955,我要跟你谈谈
25957,家你到底要不要了
25962,很简单
25963,你就答应我几个条件就行了
25964,第一
25965,以后你所有的钱都归我管
25966,我不想要你那点可怜的生活费
25968,第二 把那女的从公司开除 以后
25969,不许跟他有一丁点联系
25971,舍不得了吧
25972,心疼了吧
25973,彭永辉
25974,你的真面目终于暴露了
25976,我要跟你离婚
25977,离婚
25978,早想让我说这两个字
25990,离婚没那么容易
25991,我明天就告诉
25992,甜甜 他爸死了
26027,对不起
26028,我又迟到了
26029,我们吵架了
26030,我过够了
26044,我不是听你来倾诉的
26047,我非常吃惊
26048,我现在心里真的很乱
26049,王媛我来找你
26050,就是希望你能给我一点点时间
26051,不可能
26052,以前我真的以为自己是把你当做妹妹看了
26053,直到最近
26054,你不必觉得内疚
26056,怎么可能
26057,以我对福尔摩斯的了解
26058,如果彭永辉要跟他离婚的话
26059,福尔摩斯一定会先打断彭永辉的腿
26060,然后再拿剪刀剪掉他搞婚外情的作案工具
26061,放把火把家烧了一家三口同归于尽
26062,火烧太监啊
26063,火烧瘸太监
26065,腿打折了
26077,他配不上王媛
26081,比跟彭永辉在一起强
26106,刚起步吗
26107,不就没署名吗
26108,以后会有的
26111,其实我是一个悲观主义者
26112,别人看到是一个油炸圈饼
26113,我看到的是一个窟窿
26123,我从来都没有怪过你
26124,要怪
26125,就怪我们相遇的时候不对
26126,我是真的想要改变这一切
26127,我和他结婚十几年了
26128,这段婚姻就跟我经营公司一样
26129,让我让我精疲力尽
26130,差不多
26131,该是说分手的时候了
26132,你千万不要这么说
26140,王媛
26141,请你再给我一点点时间好吗
26142,打破一个再去重建一个
26143,本来就不是很容易的事情
26144,你知道我现在是什么感觉吗
26145,以前我就像在爬山
26146,我走在前面
26147,手里拿着一根绳子拖着自己对你的感情
26148,我就这样慢慢的往上走
26149,我走一步
26162,那就让我带着你一起走
26163,不管以后多苦多累
26164,多难
26165,我向你保证
26166,不会让你再受一点点委屈
26167,好吗
26168,太晚了
26169,你该回去了
26170,走吧
26171,回家
26187,我去了一个
26188,一个遥远的
26189,荒无人烟的地方
26199,你老人家给我介绍的相亲对象
26200,见面以后感觉怎么样
26201,他除了胖点丑一点
26202,脸大一点
26203,傻一点
26204,买单抠门一点
26205,以外 其他一切均好
26207,人家是外国名牌大学回来的
26228,有什么聊吧
26229,我还着急出门
26249,没得
26250,我在家里
26251,你怎么不上班要被扣工资的
26252,家里没得啥子事
26256,你这个月还没给家里头寄钱
26257,我最近手头有点紧
26258,等再过两个月我把钱一起给你汇过去
26259,我晓得你们在大城市消费高
26260,都比到一起花
26261,你花一个我要花两个买个包包都是七八千 媛媛
26264,我就是想花也没得那么多钱
26265,下个月的房租还不知道从哪弄来
26266,咋回事
26280,我有个朋友
26281,他最近都快陷入绝境了
26282,工作生活家庭是样样都不顺
26283,都不知道自己该怎么办了
26284,他觉得内心很挣扎
26285,很无助
26286,所以 所以他来找我倾诉来了
26302,还没到吃不上饭的地步
26308,哪有拿失败当拓展
26315,停
26316,你别再跟我背什么名人名言了
26338,有吗
26339,可能是昨天晚上没睡好吧
26343,我没着急
26344,我有点累了
26345,我先回去了
26346,拜拜
26348,怎么 不让一个人来 怕我非礼你
26377,来吧
26378,小北
26379,我问你个事儿
26380,你说樊斌当年风流倜傥
26381,英俊潇洒
26382,为人低调又有才华
26383,怎么就看上你了
26386,你看的都是假象
26387,樊斌特别会装
26388,他以前泡妞都一套以退为进
26408,李理 你不是说
26409,你喜欢我吗
26410,什么时候说的
26411,在北京喝多那次
26458,你觉得现在我们俩过成这样有意思吗
26459,反正我就是不同意
26460,你想想 想好了再说
26491,我先回去了
26523,我是去当保姆了
26541,他出差去了
26542,你们俩吵架了
26543,没吵
26561,再说了
26562,这能用钱解决都不算什么大事
26563,胖子
26564,你给我保密
26565,这事儿千万不能让文静跟小北知道
26569,小北他根本就不用为生活发愁
26570,他就负责做他的文艺女青年就行了
26571,文静就更不用说了
26572,我就是不喜欢他们帮我
26573,他们帮我的已经够多了
26574,我就希望有一天我成功了
26575,我有能力了
26576,我可以去帮他们
26581,哭 哭是最没用的
26582,哭爱哭的人都没出息
26583,我不哭
26584,不喜欢哭
26585,我如果哪天能捐献器官
26586,我第一个捐出去的就是我的泪腺
26588,你好
26589,小王
26590,没打扰你吧
26592,你有时间吗
26593,我想当面跟你谈一下
26608,我让你盯着王媛你盯了吗
26610,都怎么盯的
26615,她干嘛呢
26616,忙着找工作
26618,不过看着也挺正常的
26619,除了有点心烦以外都正常
26621,找一靠谱工作哪那么容易
26622,要不是因为彭永辉
26623,王媛至于成现在这样吗
26624,你说这话我真愿意听
26625,谁娶了你那是一辈子幸福
26626,我跟你说我也是这么觉着的
26627,少拍马屁
26628,我问你
26629,王媛现在是有多心烦
26630,是一般心烦还是特别心烦
26631,很心烦
26632,行
26633,我知道了
26634,你忙你的吧
26635,不好意思
26636,小王
26637,这孩子从小被惯坏的
26640,昨天的事实在是抱歉误会你了
26641,希望你不要见怪
26642,都是羽墨不好
26646,以前的事就不提了
26654,王小姐
26655,让我怎么说
26683,求你了
26684,阿姨求求你了
26696,周芳
26713,这英语单词太难了
26714,看起来都一样
26763,你在给人家当保姆
26764,找我有事吗
26767,我的事情不用你管
26768,你管好自己的事情就行了
26769,自从你离开公司之后
26770,我一直很担心你的生活
26771,一直想过来看看你
26772,还有这是你上次还给我的钱
26773,你不用还给我
26774,我帮你是应该的
26775,我从来没想过要回去
26776,天底下没有谁是应该帮别人的
26777,谁都要靠自己的力量
26778,这钱本来就是你借给我的
26779,拿回去
26780,这钱你得收下
26781,你听着你不要再给别人当保姆了
26784,以后
26785,没有什么事就别来找我了
26786,我不需要任何人可怜
26798,对不起
26799,对不起
26800,没事儿
26801,真对不起
26821,你觉得妈妈穿什么漂亮
26823,甜甜
26824,等一会妈妈去接你好不好
26825,现在跟妈妈去姥姥家好不好
26826,好
26827,真乖 走
26837,就知道跟我厉害
26838,有本事你找他算账去
26839,窝里横
26842,行了
26843,这两年我也没看你管过工作室什么事儿
26844,都是小丽在忙前忙后的
26845,你这甩手掌柜当的痛快
26846,人家自立门户也很正常
26862,快点啦
26863,文静 我真的不想去
26864,我好累
26865,你自己去好了
26866,你陪陪我 我从来都没买
26867,买过淑女的衣服
26872,我在这坐着等你好吗
26873,你陪陪我嘛
26874,帮我出主意也好
26875,你用不着我出主意
26876,你自己眼光那么好
26877,听话乖拜拜
26878,王媛你就不能 那你就是待着哪也不去好吗
26879,我一会回来找你
26882,真巧
26883,我本来就想找你出来谈谈
26884,找我谈什么
26885,我和彭永辉结婚那么多年
26886,可是有时候我发现我其实一点都不了解他
26887,也许男人也觉得不了解女人呢
26888,那你了解他吗
26889,我今天又和彭永辉吵架了
26890,我对你们两个人的事不感兴趣
26891,这是我们两个人的事情
26896,我从没有过这样的念头
26897,而且一直以来我都没有向他提过任何要求
26903,我对你们两个人的事不感兴趣
26904,我为了彭永辉
26905,为了这个家庭放弃了所有的一切
26906,包括我自己
26907,可是到头来我才明白这种放弃对于一个家庭来说不是一种帮助
26908,而是一种毁灭
26909,你知道吗
26910,从前就算我们两个吵架
26911,我也能感觉到彭永辉是心疼我的
26912,是爱我的
26913,可是现在就算我们俩不吵架
26918,你别得意
26919,你如果是你嫁给了彭永辉
26920,时间久了
26921,日子长了
26922,结果都是一样的
26923,所以我想告诉你的就是我绝不会轻易放弃彭永辉
26924,我誓死都会保护家庭
26925,好
26926,你坐着吧
26927,我走
26928,再见
26929,还是不要再见了
26930,因为我已经把你的电话从他的号码本里删除了
26931,也希望你不要再跟他联系
26942,小北啊
26943,你跟我说实话
26944,你跟樊斌是不是吵架了
26946,你看你这样
26947,我跟你爸都不放心
26949,我们俩感情可好了
26950,我想跟他吵
26951,他都不跟我吵
26952,老是让着我 我打
26953,他都不跟我吵
26969,他刚才给我打电话
26970,那么晚了
26971,估计是睡了
26972,呃
26973,叫起来 问个明白
26979,好喝
26988,以后不用总给我来送汤了
26989,你嫌稀呀
26990,不是这个意思
26991,我是怕太耽误你的时间和精力
26992,我不太好意思
26993,没事
27000,我问你王媛工作那事怎么样了
27006,我跟你说咱们哥们这么多年了
27007,你别蒙我
27021,你不是说是给自己来拓展培训
27022,这都好几天了
27023,也该走了
27029,递了好多简历了
27030,就是没有回音
27051,他跟樊斌分居了
27052,搬回他妈家住了
27057,你别管这消息来源不重要
27059,好
27060,我听着你说
27061,坐
27067,是不是
27068,你怎么觉得他都是犯罪嫌疑人
27069,你是应该用英美法系的无罪推论
27070,在没有确凿证据之前
27071,大家都是清白的
27072,这样才能好好过日子
27073,不就是一把钥匙吗
27074,你说这能说明什么问题
27097,他历经千辛万苦终于到达彼岸
27098,克里斯多夫问
27099,孩子你叫什么名字
27100,为什么那么沉重
27101,孩子说我是未来的日子
27104,就这样你也听不懂
27123,其实我在想要是我能决定
27124,我希望他们一辈子都别谈恋爱
27125,永远怀着向往跟敬畏的心情
27126,停留在美好爱情的憧憬
27127,永远都别出来
27128,不用说想想我已然都这样了
27129,干脆放过王媛
27130,跟韩文静 有什么事都冲我来吧
27133,你也觉得我是破罐子
27134,我也觉得我是破罐子
27135,要不咱们改天摔摔吧
27141,不是
27142,我过来帮一个朋友递资料
27143,他在找工作
27169,回来了
27170,没准备你的饭
27171,我也不知道你哪天回来
27172,不用
27173,其实我也不知道我哪天该回来
27174,你什么意思
27175,就这个意思
27181,还不都是因为你把我电话通讯录全清空了
27182,所以我才出差这么长时间
27183,我得一个一个再把我客户找回来
27185,找回来了吗
27186,找回来了
27187,怎么了
27188,你什么意思
27189,还想删是吧
27190,行
27191,拿去 删
27192,接着删
27193,把它全删了
27194,全删了我也清静了
27195,公司也不用干了
27196,大家都散伙
27204,我放弃了
27209,我就是不想让他帮我
27210,本来误会就挺多的了
27211,我如果再去他介绍的这份工作
27215,不然我都不知道自己该怎么办了
27216,太丢人了
27253,200来斤
27271,我就是不想看你受委屈
27276,我这也没办法
27277,你手机也打不通
27278,我只能到这逮你
27282,两码事
27283,我大话都说出去了
27284,你让我怎么办
27285,我给交代那事有眉目没
27286,正要找你 这不 刚空出来一个 职位和他原来的差不多
27287,就是薪酬方面你的要求少点
27288,什么职位
27289,销售经理
27295,我没说不愿意
27296,几个名额
27310,通知人家 谢了 回头请你吃饭
27322,胖子 我找到工作了
27329,找着工作就好
27330,就好
27331,胖子实在不好意思
27332,我 我真的不知道你一直在帮我找工作
27333,没事
27334,那就是我一哥们 跟他说一声就行
27365,好了
27366,你消消气我错了
27367,我对不起你好吗
27368,再说那么多人抢
27369,你随便给他们安排一下
27373,要不这样行吗
27374,你下次给我安排职务的时候
27375,除了工资提成
27376,年薪我给你8%
27377,这行吗
27386,我说文静 他叫的名字倒是文文静静的
27387,人可是个风风火火的
27397,请问你是 你找我有什么事吗
27411,你说我是不是太过分了
27416,要么你死我活
27417,要么不死不活
27418,还能怎么样
27422,实在是不想回家住
27425,算了先不说这些了
27426,你送我回去吧
27431,是胖子的事
27439,还行
27440,比我现在的职位稍差一点
27441,一个小公司的销售经理
27457,你干嘛这么说
27458,谁还没
27459,一个需要帮助的时候
27503,这次这么好的事都让你给岔过去了
27511,我请你买单
27515,我在这等一个朋友
27538,我爱你
27539,但是与你无关
27540,跟我无关是吧
27541,我走了
27542,文静
27543,文静
27544,我爱你
27546,我在这瞎逛
27548,小北这几天跟你在一起吗
27549,在一起吗
27550,他在哪你不知道
27551,我不知道
27554,我怎么主动
27555,他都不理我
27556,电话都不接
27557,他是你老婆
27558,再说女人有点脾气不是应该很正常吗
27559,他前两天还跟我埋怨说你不去看他
27561,他其实早就想跟你和好了
27562,亲口跟我说的
27563,你想他一怒之下回了娘家
27564,怎么可能一个人灰溜溜的再回来
27565,所以你得主动点去把他接回来
27566,给他个台阶下
27567,在这晃来晃去
27568,能把他给晃回来
27569,你赶紧去把他找回来
27570,再不找回来不知道干出多少荒唐事呢
27573,樊斌什么时候来的
27580,这两天事太多忘了
27607,就趁你喝多了对你进行骚扰
27633,关你啥事
27635,无事献殷勤
27636,非奸即盗
27637,我是为了挽救失足女青年
27638,减少社会自杀率
27639,行吧
27640,那就给你个面子
27641,待会儿送我去超市
27645,你那天喝成那样
27647,没有
27651,我说的可是结婚之前
27661,这房子好多钱一个月
27677,我不是来给你做饭的
27685,他来干啥子
27686,一个大小伙子又不会照顾人
27713,明天我就给你找工作
27760,当然真的
27763,我身上不多 你要有就多给王媛打点
27767,我总觉得老爷子突然这么做有点说不过去
27771,不是
27772,你想想你爸这么毫无征兆的第二春
27773,你觉得可能吗
27774,就没有从生活中的蛛丝马迹中找到一点线索
27775,比如说突然会玩微信了
27776,锻炼的时间明显比以前长了
27777,即使鬼迷心窍
27778,也不至于这么短
27800,你就把我当成你的病人
27801,好人做到底
27802,你看这么晚了
27803,不能让我露宿街头
27804,我求求你
27805,求求你 就几个晚上
27808,韩文静
27809,韩文静
27814,那你呢
27816,我不是这个意思
27817,冰箱里有点吃的
27857,今天辛苦你了
27860,那怎么行
27862,床头水果是你买的吗
27863,买那么多干什么
27864,他能吃的完吗
27866,我妈要的
27867,不是是我
27894,也不想动了
27912,他那个书咋个还要出声
27914,你不要骗我了
27915,电脑我不会打
27916,我看到过那么大
27942,我是在那做过
27943,可是这次招标我完全是站在咱们公司的角度上考虑的
27956,说
27962,但我不是因为考虑到我跟他之前的关系才用他们方案的
27963,正因为我在他们公司工作过
27966,你之前怎么没跟我说
27973,更没有掺杂什么私人感情
27977,让我很被动
27978,对不起
27981,这个地方你注意到了吗
27988,一个小数点出现在这里是件小事
27989,但如果出现在其他方面
27990,就可能酿成无法弥补的悲剧
27991,在这个问题上是我的不对
27992,我应该及时通知他们进行修改的
27993,这不是修改的问题
27994,这是他们公司工作态度的问题
27995,这种低级错误怎么能出现在方案中呢
27996,一个公司如果连做方案都不能严谨
27997,今后怎么让我相信他的执行能力
27998,张总
27999,我希望你能够再给我一次机会
28000,让我继续跟进这个项目
28001,我一定会证明给你看
28002,我所做的一切都是为了公司考虑
28003,抱歉
28004,本来我还觉得可能委屈你
28005,但是你是注意到了这种错误
28006,还是选用了他们的方案
28007,实在让我很难相信你
28008,你的这种不严谨的工作态度
28009,我同样没办法接受
28010,而且这件事是我从同事口中知道的
28011,现在公司里已经传得沸沸扬扬了
28012,我要是不让你走
28013,以后拿什么去约束我的员工
28014,我已经跟财务打过招呼了
28015,会付给你两个月的工资
28016,作为辞退金
28017,对不起
28018,我还有事
28019,你可以去财务领钱了
28023,你误会了
28024,我不是有意要用你们公司的提案
28025,而是比较合适而已
28028,你不用来了
28029,我已经不在那个公司了
28030,还有你们的提案也被否了
28032,胖子
28033,我辞职了
28036,我可能不大适应那的工作环境
28038,不用
28039,上次那事都已经挺对不住人家的了
28040,挺好
28041,我正好照顾我妈
28042,你也不用那么辛苦了
28047,你看什么看赶紧吃
28048,你不去看你妈了
28049,这少来 你不就想早点回家 早点回去看你的成成
28076,我要住单间
28077,一个人住的那种
28080,我妈这又发什么脾气呢
28081,她觉得人多休息不好
28082,想换个单间
28084,可能是他自己溜达的时候看有人住单间了
28086,单价多少钱
28087,300
28089,其实也不是钱的事
28090,主要真没单间
28091,你找林大夫了吗
28092,小北她妈介绍那个
28093,找了
28094,他说单间本身就没几个
28095,都是有关系预定的
28096,实在是没法照顾
28097,我知道了
28098,赶紧回去休息
28099,说好了先走了
28100,辛苦了
28108,原来是这么回事
28116,行我知道了
28119,拜拜
28130,甜甜
28131,爸爸问你个问题好不好
28133,如果有一天如果有一天爸爸和妈妈不在一起了
28134,你想跟谁住
28137,你知道什么是离婚吗
28139,那些小朋友
28140,他们开心吗
28141,不开心 跟妈妈住的一个星期才能见爸爸一次 跟爸爸住的
28142,有的还有了新妈妈
28177,谢谢你
28180,你别胡说
28181,爸爸怎么可能不要我们
28186,真的
28187,妈妈你真的要跟爸爸离婚吗
28188,吃饭
28191,什么意思
28204,我有话跟你说
28206,我要你亲口承认
28207,你跟王媛有不正当的男女关系
28209,我再跟你说一遍
28210,我没有跟任何人发生过不正当的男女关系
28211,不好意思了是吧
28250,王媛
28251,我有话要对你说
28254,我们两个从来都没有开始过
28255,所以根本谈不上结束
28258,你等我 等我 我要离婚
28259,你喝多了
28260,我是喝多了
28261,但是我说的话每句话都不是醉话
28262,都是我想跟你说的话
28263,你因为我把工作都丢了
28264,对不起
28265,我欠你的
28266,但你放心
28267,从今往后你的事就是我的事
28268,你的生活事业所有的一切
28269,我管
28270,我跟你说过
28271,我真的不是因为你
28272,而且没有任何人让我等过谁
28273,我也从来没有想过要等谁
28274,真的没关系
28275,我来想告诉你
28276,我已经打定主意要和我老婆离婚
28284,我就是想跟你说说话
28285,说话
28289,我现在
28290,已经有男朋友了
28291,你信不信我无所谓的
28292,但是我现在没有任何时间可以陪你说话
28293,我希望你可以从我家离开
28294,我回来了
28295,我去医院了
28297,我一个好朋友的妈妈生病了
28298,我去看看他
28305,胖子
28312,要不我们出去吃吧
28313,好
28317,胖子
28321,他找你是不是有什么事
28322,应该没什么事
28323,反正就是喝多了糊里糊涂说了一堆的话
28324,我也没听懂
28325,你看他都这样了
28326,要不
28327,在家吃
28333,我有点饿了要咱们先吃点菜
28341,不好意思
28342,胖子
28343,又拿你当挡箭牌了
28345,能帮你做点事
28346,其实我挺开心的
28347,还有今天的事
28348,都怪我
28349,怎么能怪你
28350,都是我的错
28351,是我不好你知道我
28352,行了
28365,目前只能是这样子了
28374,谢谢大夫
28380,如果是你你会怎么办
28381,这事搁在谁身上都挺矛盾的
28382,不做感觉不尽心
28383,可是做 老人家又这么大年纪了
28384,万一 其实得了这种病 情绪很重要
28385,有的患者一看诊断书是绝症
28389,你说的那是极特殊的例子
28390,其实你已经决定了是吧
28391,我觉得要做
28392,你看这事你要不要跟小北他们再商量一下
28393,我从小就没爸爸
28394,就这么一个妈了
28395,就算是10%的希望我也不会放弃
28396,胖子
28397,我想求你件事儿
28398,求什么
28399,你说吧
28400,我可能要找份兼职
28401,最好是晚上的
28406,这个没问题
28410,真的没什么
28411,我就是怕我忙起来照顾不了我妈
28413,我得的病
28414,恐怕不是啥子好病
28425,就算是不做手术也有恶化的可能
28426,媛媛
28431,你弟弟还没成家
28432,妈就是死了我也闭不上眼了
28433,妈就靠你了
28436,我们就做
28464,我找了份兼职
28465,待会儿得去面试
28487,我打算找个陪护
28488,你一会帮我留意一下
28492,这怎么行
28493,我妈这并不是一天两天的事
28494,你这段时间在这忙里忙外的已经很辛苦了
28495,你说这不就见外了
28496,这不是不见外的事
28497,这是两码事
28498,这事就这么定了
28499,你赶紧面试去
28500,不是胖子我
28501,快去吧
28502,快走吧
28503,迟到了
28504,行
28505,这几天先这样
28506,等我妈手术完以后我再请陪护好吧
28513,我晚上就不过来了
28514,我一大早过来替你好吗
28548,不打扰
28549,进来吧
28562,从小就学习不好
28563,也没读过什么书
28564,我15岁就进城了
28565,想赚点钱
28566,也想住很大的房子
28567,买漂亮的衣服
28568,后来我好不容易有了演戏的机会
28569,你是不是觉得像我这么小的年纪就这么豁得出去
28630,你是不是常来啊
28632,有一个同事家里有急事
28633,让我帮他换个夜班
28641,你再陪我喝两杯
28643,两杯
28644,你走吧
28647,我刚才突然良心发现了
28648,我觉得你作为一名医生
28649,你不能这样 要有医德对吧
28650,如果这个时候突然来一个病人
28651,特别需要你的话
28652,岂不是 你到了医院给我打电话
28662,我叫韩文静
28663,是周小北的朋友
28665,太好了
28666,省的我跟你废话了
28672,我不是跟你说了
28673,我们俩是朋友
28675,我没装
28678,文静
28690,你让我从哪说起
28692,我们俩是在我在北京工作的时候在酒吧里认识的
28693,那个时候我挺害怕结婚的
28694,真的
28695,一方面我无法面对我自己
28696,另一方面我也无法面对小北
28697,就在这个节骨眼上他突然出现了
28698,停
28699,男盗女娼的事情就不用跟我讲了
28700,讲重点
28701,后来
28702,后来他就突然消失了
28703,我就到处找他
28705,我是担心他出事儿
28709,我知道
28712,我几乎把整个北京城都找遍了
28713,就没找着
28715,我不是那个意思
28721,文静 你认识我和小北这么多年了
28722,我跟小北是有感情的
28723,可一提到结婚
28724,我真的挺害怕的
28747,文静
28748,其实我挺想跟小北好好过的
28749,真的我不想对不起他
28750,可
28751,可他这次又
28752,又回来了
28763,这6颗星可真不是什么好东西
28764,刚才在酒吧的时候可不是这么跟我说的
28765,两面三刀
28766,行啊
28777,你先别生气
28778,我就这么跟你说
28779,其实男人九十九朵花他都见过了
28780,唯独那片清新的绿叶他是最在乎的
28781,小北就是那片绿叶
28782,真的
28783,我不想失去小北
28789,只要你不把今天晚上的事告诉小北
28790,这个事我一定把它处理好
28808,胖子
28809,我不能收您的钱
28817,我真不用赶紧收起来
28818,你照顾我妈
28819,我都不知道该怎么感谢你呢
28820,我现在这工作挺好
28821,能挣点钱
28822,再说小北跟文静偷偷往我卡里打了钱
28823,我目前够用
28826,没事
28827,习惯就好了
28828,我白天可以抽空眯一会儿
28829,等我实在缺钱的时候
28831,赶紧收起来
28832,快点
28839,我妈也想要做手术
28842,我妈这病不能再拖了
28843,必须要做手术
28844,我还是那句话
28845,只要有一线希望
28846,我也得试一下
28875,韩文静平时虽然是咋咋呼呼的
28876,可是他是一个挺有原则的人
28877,而且他特别懂得去体谅别人
28883,你别收拾了
28884,一会我来收拾 你吃饭吧
28885,我没胃口
28893,这次我是铁了心了
28895,你不能因为一件事情而否定一个人
28898,你吃饭 我出去一趟
28899,你去哪
28900,我上班
28901,你现在在干什么工作
28902,回头再聊
28903,这段时间你就在我这好好住着
28904,什么都别想
28912,你怎么跑着卖酒来了
28913,我是在这卖酒怎么了
28915,没什么
28916,也没人逼我
28917,是我自己喜欢
28918,你们这房间我不做了
28919,你还有事吗
28920,如果没事的话
28921,我到别的房间去了
28922,这酒端着挺累的
28927,不用了
28928,让他接着睡
28930,也没什么事
28932,他最近挺不好的
28933,他妈生病了
28934,现在在住院
28935,他又找了一份晚班的活
28936,所以每天不是在上班
28937,就是在医院照顾他妈
29000,我想在你这住几天
29002,这不是你想要的吗
29012,你今天没事啊
29015,做手术
29017,医生也说不好
29018,只能手术切除后看情况
29019,我妈这一病我是第一次觉得后悔
29020,后悔什么
29040,是
29041,老人开心比什么都重要
29049,阿姨还在上面
29050,你赶紧上去 我没事
29051,我的钱呢
29052,还了
29054,本来就不该拿
29059,以后没有经过我的同意
29060,你不要随便收人家钱
29072,我是说你真认识我吗
29084,心里难受把
29086,离婚的事是不是对你打击挺大的
29087,没有
29088,挺轻松的
29089,就像那种绝望以后的轻松
29096,其实我心里很内疚
29197,你哪来他的电话
29199,拿来
29200,给我嘛
29201,以后我的事你不要管
29206,你睡会儿午觉
29207,我到外面透透气
29209,彭总
29210,您是说彭永辉
29226,王媛呢
29228,对
29229,他在这应该叫娜娜
29240,好 谢谢你
29241,彭永辉
29242,我想清楚了
29243,房子归你
29244,车 归你
29245,钱归你
29246,公司也归你
29247,女儿呢
29248,归我
29249,我当初跟你在一起的时候
29250,你就是个穷光蛋
29251,什么都没有
29252,可是那时候的日子
29253,很美好
29254,所以我要跟甜甜过以前的日子去
29255,我什么都可以给你
29256,我只要女儿 你考虑
29257,彭永辉
29258,我用我性命发誓
29259,你一旦离开家门
29260,咱俩就算离婚了
29261,以后你别想再见甜甜 也别想让甜甜叫你一声爸
29262,只有这条路可以走
29263,没别的办法了吗
29264,没有了
29265,我没有那么多耐心
29266,你自己做决定
29271,昨天王媛来我家非得看
29272,看一半人走了
29273,把我一个人留家里了
29274,我一晚上没敢上厕所
29275,干脆接着看
29279,你赶紧放回去
29280,放冰箱里安全 快快
29286,这不见你了吗
29288,不然怎么样
29289,我还得一哭二闹三上吊
29290,我都听说了
29291,男人心里面多少都有点小姨子情节
29292,你就说现在这女孩出生都是80年代的
29293,对吧
29294,独生子女
29295,所以男人的目光不由自主的要转向你们周边的闺蜜
29296,这是小姨子情节的变种
29300,挺好的
29303,真的
29305,就为了让我爸我妈高兴
29306,我以前觉得婚姻挺简单的
29307,就两个人搭伙一起过日子
29308,一起吃饭
29309,说说话 偶尔吵吵闹闹
29317,除了嘘寒问暖
29318,假装表示关心以外
